video_id,title,description,channel_id,channel_title,published_at,published_date,duration_iso,duration_seconds,duration_formatted,view_count,like_count,comment_count,category_id,default_language,default_audio_language,privacy_status,tags,tags_count,thumbnail_default,thumbnail_medium,thumbnail_high,video_url,embed_url,channel_description,channel_country,channel_thumbnail,channel_published_at,channel_custom_url,subscriber_count,total_video_count,channel_view_count
whaesnYloMQ,Why You Should Spend Less Time with Your Kids | Lenore Skenazy | TED,"Whether it’s micromanaging playtime, constantly hovering or incessantly texting, the adult takeover of childhood has created a crisis of anxiety in both children and parents, says Lenore Skenazy, cofounder and president Let Grow, an organization dedicated to normalizing childhood independence. With wit and humor, she lays out the unexpected benefits of letting our kids be a bit more “free range” — and shows why the most teachable moments happen when parents aren’t there. (Recorded at TED2025 on April 8, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and ori",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-09-04 15:01:52+00:00,2025-09-04 15:01:52,PT13M15S,795,13:15,62174,1802,173,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|education|social change|parenting|personal growth|family|kids,11,https://i.ytimg.com/vi/whaesnYloMQ/default.jpg,https://i.ytimg.com/vi/whaesnYloMQ/mqdefault.jpg,https://i.ytimg.com/vi/whaesnYloMQ/hqdefault.jpg,https://www.youtube.com/watch?v=whaesnYloMQ,https://www.youtube.com/embed/whaesnYloMQ,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
LAjACL6-Yd4,How to Be More Joyful (W/ Ingrid Fetell Lee) | How to Be a Better Human | TED,"How to find and create Joy in your life -- what is joy? And what is its purpose in our lives? We talk with Ingrid about how to cultivate more joy in our daily lives, especially when we don't feel particularly in the headspace for joy, and about how our design choices can have a huge impact on the way we perceive joy in our environment. We also talk with her about her book Joyful and her TED talk. 

Follow
Host: Chris Duffy (Instagram: @chrisiduffy | chrisduffycomedy.com)
Guest: Ingrid Fetell Lee (Instagram: @ingridfetell | @aestheticsofjoy) 

Links
Book: Joyful: The Surprising Power of Ordinary Things to Create Extraordinary Happiness
aestheticsofjoy.com/

Subscribe to TED 
Instagram: @ted
YouTube: @TED
TikTok: @tedtoks
LinkedIn: @ted-conferences
Website: ted.com
Podcasts: ted.com/podcasts

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletter",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-09-03 15:00:42+00:00,2025-09-03 15:00:42,PT19M4S,1144,19:04,24605,550,27,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/LAjACL6-Yd4/default.jpg,https://i.ytimg.com/vi/LAjACL6-Yd4/mqdefault.jpg,https://i.ytimg.com/vi/LAjACL6-Yd4/hqdefault.jpg,https://www.youtube.com/watch?v=LAjACL6-Yd4,https://www.youtube.com/embed/LAjACL6-Yd4,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
moZMjD3imN8,What's the Future of Art Look Like? A Visual Effects Artist + a Curator Answer | TED Intersections,"How will AI and new technology change art? Visual effects artist Rob Bredow, known for his work on Star Wars, and curator Nora Atkinson, who brought Burning Man to the Smithsonian, dive deep into the future of creativity, trading behind-the-scenes stories that show how to blend stop‑motion, LED walls and algorithms in art — while still keeping the soul in the work. (This conversation is part of “TED Intersections,” a series featuring thought-provoking conversations between experts navigating the ideas shaping our world.) 

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, perform",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-09-02 15:00:06+00:00,2025-09-02 15:00:06,PT24M49S,1489,24:49,19680,360,23,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|ai|art,7,https://i.ytimg.com/vi/moZMjD3imN8/default.jpg,https://i.ytimg.com/vi/moZMjD3imN8/mqdefault.jpg,https://i.ytimg.com/vi/moZMjD3imN8/hqdefault.jpg,https://www.youtube.com/watch?v=moZMjD3imN8,https://www.youtube.com/embed/moZMjD3imN8,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
aw59Z8v3LX0,A Bold Idea to Rebuild the Working Class | Molly Hemstreet | TED,"Struggling communities don’t need handouts — they need bold new ways to root wealth. Meet Molly Hemstreet — a TED Fellow, Southern Appalachia native and cofounder of worker support network the Industrial Commons — who’s flipping the script on generational poverty by turning textile waste into $9-per-pound yarn and factory workers into business owners. Discover how her long-haul approach is rebuilding rural economies stitch by stitch, proving that opportunity grows when we stop extracting and start empowering. (Recorded at TED Fellows Films 2025 on April 8, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The ",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-09-01 15:00:06+00:00,2025-09-01 15:00:06,PT7M6S,426,07:06,108879,4210,271,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|culture|business|economics,8,https://i.ytimg.com/vi/aw59Z8v3LX0/default.jpg,https://i.ytimg.com/vi/aw59Z8v3LX0/mqdefault.jpg,https://i.ytimg.com/vi/aw59Z8v3LX0/hqdefault.jpg,https://www.youtube.com/watch?v=aw59Z8v3LX0,https://www.youtube.com/embed/aw59Z8v3LX0,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
3kkMPD744dY,A Multigenerational Musical Journey | Yijia Tu | TED,"In an enchanting talk and performance, singer, multi-instrumentalist and songwriter Yijia Tu traces a path from the world’s biggest stages to a family lullaby passed down through the generations, showing how music carries memory across centuries and cultures. Blending East Asian folk traditions into modern sound, she shows how honoring tradition isn’t worshiping ashes — it’s keeping the fire alive. (Recorded at TED2025 on April 11, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to ou",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-31 15:00:15+00:00,2025-08-31 15:00:15,PT9M42S,582,09:42,58258,894,26,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|music|performance|art,8,https://i.ytimg.com/vi/3kkMPD744dY/default.jpg,https://i.ytimg.com/vi/3kkMPD744dY/mqdefault.jpg,https://i.ytimg.com/vi/3kkMPD744dY/hqdefault.jpg,https://www.youtube.com/watch?v=3kkMPD744dY,https://www.youtube.com/embed/3kkMPD744dY,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
kAFBhYRlkZc,The Missing Piece in the Story of Migration | Sonia Shah and Zeke Hernandez | TED,"Headlines often reduce migration to crisis and controversy, leaving out the bigger picture that movement is a natural, even necessary part of who we are. As borders tighten and debates intensify, journalist Sonia Shah and professor Zeke Hernandez unravel our historical understanding of migration and examine immigration's impact on creating resilient, safe and economically flourishing societies. (Recorded at TED Explains on [Month #, 20xx])

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to ",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-29 15:01:31+00:00,2025-08-29 15:01:31,PT58M11S,3491,58:11,11190,202,35,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|culture|global issues|economics,8,https://i.ytimg.com/vi/kAFBhYRlkZc/default.jpg,https://i.ytimg.com/vi/kAFBhYRlkZc/mqdefault.jpg,https://i.ytimg.com/vi/kAFBhYRlkZc/hqdefault.jpg,https://www.youtube.com/watch?v=kAFBhYRlkZc,https://www.youtube.com/embed/kAFBhYRlkZc,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
gN07gbipMoY,A Practical Guide to Taking Control of Your Life | Cate Hall | TED,"The real lever of a meaningful life isn’t intelligence or hustle — it’s personal agency, says Cate Hall, former Supreme Court attorney and once the world’s top-ranked female poker player. Sharing her journey from the throes of addiction to leading a multibillion-dollar foundation, Hall shares tactical wisdom for increasing your ability to see and act on life's hidden degrees of freedom, showing how even the most trapped among us can discover a path to fulfillment. (Recorded at TED2025 on April 9, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original s",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-28 15:01:16+00:00,2025-08-28 15:01:16,PT8M40S,520,08:40,203561,6336,163,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|success|personal growth,7,https://i.ytimg.com/vi/gN07gbipMoY/default.jpg,https://i.ytimg.com/vi/gN07gbipMoY/mqdefault.jpg,https://i.ytimg.com/vi/gN07gbipMoY/hqdefault.jpg,https://www.youtube.com/watch?v=gN07gbipMoY,https://www.youtube.com/embed/gN07gbipMoY,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
6cJViq5lGBw,How to Have Difficult Conversations with Empathy (W/ Katherine May) | How to Be a Better Human | TED,"When someone you love is going through a difficult time, what do you say? Despite your best intentions, author Katherine May argues offering help or shying away from tough conversations isn’t as effective as you think. Katherine is the author of the memoir, Wintering: The Power of Rest and Retreat in Difficult Times, and its latest companion piece, Enchantment: Awakening Wonder in an Anxious Age. Chris and Katherine share how humor may sometimes be a good medicine and how to live alongside life’s difficulties.

Follow
Host: Chris Duffy (Instagram: @chrisiduffy | chrisduffycomedy.com)
Guest: Katherine May (Instagram: @katherinemay_ | Website: katherine-may.co.uk/) 

Links
Wintering: The Power of Rest and Retreat in Difficult Times (UK Bookshop / US & CAN Bookshop)
Enchantment: Reawakening Wonder in an Exhausted Age (UK Bookshop / US & CAN Bookshop)

Subscribe to TED 
Instagram: @ted
YouTube: @TED
TikTok: @tedtoks
LinkedIn: @ted-conferences
Website: ted.com
Podcasts: ted.com/podcasts 

J",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-27 15:00:12+00:00,2025-08-27 15:00:12,PT33M39S,2019,33:39,20399,448,33,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/6cJViq5lGBw/default.jpg,https://i.ytimg.com/vi/6cJViq5lGBw/mqdefault.jpg,https://i.ytimg.com/vi/6cJViq5lGBw/hqdefault.jpg,https://www.youtube.com/watch?v=6cJViq5lGBw,https://www.youtube.com/embed/6cJViq5lGBw,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
y0xn1C6ALvo,The Powerful Promise of Earth’s Harshest Places | Lei Zhang | TED,"Clean energy visionary Lei Zhang loves the Gobi Desert — the most Mars-like place on Earth. Why? Because of the promise it holds to provide the free, abundant solar and wind energy to fuel humanity’s next leap forward. Sharing the story behind one of the world’s largest green hydrogen projects, Zhang shows how Earth’s harshest landscapes could unlock more energy reserves than the world consumes today, and encourages us all to get a little more creative in how we think about the future. (Recorded at TED Countdown Summit 2025 on June 16, 2025)

Countdown is TED's global initiative to accelerate solutions to the climate crisis. The goal: to build a better future by cutting greenhouse gas emissions in half by 2030, in the race to a zero-carbon world. Get involved at https://countdown.ted.com

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters
",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-26 15:01:39+00:00,2025-08-26 15:01:39,PT13M44S,824,13:44,44773,482,35,25,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|climate change|sustainability|technology|innovation,9,https://i.ytimg.com/vi/y0xn1C6ALvo/default.jpg,https://i.ytimg.com/vi/y0xn1C6ALvo/mqdefault.jpg,https://i.ytimg.com/vi/y0xn1C6ALvo/hqdefault.jpg,https://www.youtube.com/watch?v=y0xn1C6ALvo,https://www.youtube.com/embed/y0xn1C6ALvo,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
_LDAnryI0Hw,"If we create a stage for joy, it might just dance into our lives. #TEDTalks","If we create a stage for joy, it might just dance into our lives. #TEDTalks",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-25 16:01:02+00:00,2025-08-25 16:01:02,PT2M8S,128,02:08,24466,763,17,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/_LDAnryI0Hw/default.jpg,https://i.ytimg.com/vi/_LDAnryI0Hw/mqdefault.jpg,https://i.ytimg.com/vi/_LDAnryI0Hw/hqdefault.jpg,https://www.youtube.com/watch?v=_LDAnryI0Hw,https://www.youtube.com/embed/_LDAnryI0Hw,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
GZKU7TgR6IU,How Common Knowledge Shapes the World | Steven Pinker | TED,"Common knowledge is the secret engine of social life, letting us coordinate everything from meet-ups to markets to international diplomacy. In this fascinating talk, experimental cognitive scientist Steven Pinker explores its momentous impact, threading together stories of why autocrats fear blank signs, why central bankers mumble and why saying the quiet part out loud can wreck a friendship. With wit and wisdom, he invites us to better understand the ways we get into each other’s heads — and what it means when shared norms wobble. (Recorded at TED2025 on April 8, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedto",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-25 15:00:35+00:00,2025-08-25 15:00:35,PT13M49S,829,13:49,166208,4929,247,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|economics|language|collaboration|innovation|social change|psychology|history,12,https://i.ytimg.com/vi/GZKU7TgR6IU/default.jpg,https://i.ytimg.com/vi/GZKU7TgR6IU/mqdefault.jpg,https://i.ytimg.com/vi/GZKU7TgR6IU/hqdefault.jpg,https://www.youtube.com/watch?v=GZKU7TgR6IU,https://www.youtube.com/embed/GZKU7TgR6IU,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
Bq7OK-I4aUs,4 Beautifully Raw Tunes from “The Healing Project” | Samora Pinderhughes | TED,"In a tour de force set, multidisciplinary artist and composer Samora Pinderhughes performs four moving songs — “Tongues,” “Gatsby,” “Masculinity” and “Process/Forgive Yourself” — accompanied by Elena Pinderhughes on flute, Elliott Skinner on guitar and The Healing Project Choir. (Recorded at TED2025 on April 10, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for videos on Technology, Entertainment and Design — plus science, business, global issues, the arts and more. V",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-24 15:00:30+00:00,2025-08-24 15:00:30,PT11M7S,667,11:07,12704,221,8,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|entertainment|music|performance,8,https://i.ytimg.com/vi/Bq7OK-I4aUs/default.jpg,https://i.ytimg.com/vi/Bq7OK-I4aUs/mqdefault.jpg,https://i.ytimg.com/vi/Bq7OK-I4aUs/hqdefault.jpg,https://www.youtube.com/watch?v=Bq7OK-I4aUs,https://www.youtube.com/embed/Bq7OK-I4aUs,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
oBP07G7PL-k,Meeting in the Middle Isn’t Enough for Today’s Trickiest Debates | Bill Heck & Stephanie Lepp | TED,"Can art help us usefully address polarizing issues such as gender, abortion or race? In a performance of “Faces of X” — a series that seeks to reframe culture-war clashes — actor Bill Heck stages different sides of a debate between capitalism’s champions and its critics, illuminating a new way to grapple with complex realities. After the performance, creator Stephanie Lepp offers three questions we should all ask to move to clear perspective and new understanding. (Recorded at TED2025 on April 9, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original s",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-22 15:01:22+00:00,2025-08-22 15:01:22,PT11M29S,689,11:29,20306,446,33,29,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|social change|capitalism|performance|art|communication|personal growth|society,12,https://i.ytimg.com/vi/oBP07G7PL-k/default.jpg,https://i.ytimg.com/vi/oBP07G7PL-k/mqdefault.jpg,https://i.ytimg.com/vi/oBP07G7PL-k/hqdefault.jpg,https://www.youtube.com/watch?v=oBP07G7PL-k,https://www.youtube.com/embed/oBP07G7PL-k,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
ZZ0BOEOtD2U,Is AI Ruining Music? | Dustin Ballard | TED,"What makes music “real” — is it the instruments, the voice, the creator’s intention or something else entirely? Dustin Ballard, the creative force behind the viral channel “There I Ruined It,” explores the weird, wonderful and sometimes unsettling ways AI is reshaping music. With fiddle solos and AI-powered mashups of your favorite songs, he invites us to ask: Are new tools fostering creativity, or just making noise? (Recorded at TED2025 on April 10, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doe",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-21 15:01:05+00:00,2025-08-21 15:01:05,PT11M20S,680,11:20,71220,3622,363,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|entertainment|ai|technology|music|creativity,10,https://i.ytimg.com/vi/ZZ0BOEOtD2U/default.jpg,https://i.ytimg.com/vi/ZZ0BOEOtD2U/mqdefault.jpg,https://i.ytimg.com/vi/ZZ0BOEOtD2U/hqdefault.jpg,https://www.youtube.com/watch?v=ZZ0BOEOtD2U,https://www.youtube.com/embed/ZZ0BOEOtD2U,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
